employee_id,date,rolling_7_day_audit_avg,rolling_14_day_audit_avg,rolling_30_day_audit_avg,rolling_30_day_comp_avg,rolling_30_day_override_avg,rolling_7_day_audit_std,rolling_30_day_audit_std,audit_trend_slope,comp_trend_slope,override_trend_slope
EMP001,2026-02-25,11.71,11.64,17.73,11.77,6.83,15.58,17.24,-0.6932,-0.4256,-0.3428
EMP001,2026-02-26,10.29,10.86,17.8,11.8,6.87,15.94,17.18,-0.917,-0.5762,-0.4276
EMP001,2026-02-27,9.43,10.0,16.7,10.97,6.43,15.99,16.84,-0.8469,-0.5079,-0.3895
EMP001,2026-02-28,9.57,8.86,16.23,10.77,6.33,15.91,17.07,-0.96,-0.5996,-0.4547
EMP001,2026-03-01,9.43,8.64,14.13,9.93,5.7,15.98,14.79,-0.7288,-0.5709,-0.4082
EMP001,2026-03-02,9.43,8.64,12.5,9.27,5.23,15.98,13.5,-0.5795,-0.5655,-0.3878
EMP001,2026-03-03,8.29,7.36,12.17,9.07,5.03,16.32,13.67,-0.6774,-0.6478,-0.4162
EMP001,2026-03-04,1.43,6.57,12.17,9.07,5.03,1.99,13.67,-0.8398,-0.7689,-0.4834
EMP001,2026-03-05,1.14,5.71,10.57,8.1,4.33,2.03,12.11,-0.6712,-0.6899,-0.4058
EMP001,2026-03-06,0.29,4.86,9.4,7.17,3.6,0.45,11.36,-0.5709,-0.6049,-0.3119
EMP001,2026-03-07,0.14,4.86,8.53,6.43,3.13,0.35,11.05,-0.517,-0.5488,-0.2634
EMP001,2026-03-08,0.0,4.71,7.6,5.9,2.7,0.0,10.53,-0.4378,-0.5244,-0.2156
EMP001,2026-03-09,0.0,4.71,7.6,5.9,2.7,0.0,10.53,-0.5393,-0.6031,-0.2516
EMP001,2026-03-10,0.0,4.14,7.27,5.63,2.53,0.0,10.61,-0.5717,-0.6267,-0.2532
EMP001,2026-03-11,0.0,0.71,7.27,5.63,2.53,0.0,10.61,-0.6687,-0.7019,-0.287
EMP001,2026-03-12,0.0,0.57,6.47,5.0,2.3,0.0,10.22,-0.6002,-0.6461,-0.2725
EMP001,2026-03-13,0.0,0.14,5.77,4.3,2.0,0.0,9.91,-0.5417,-0.568,-0.2412
EMP001,2026-03-14,0.0,0.07,5.33,3.1,1.73,0.0,9.87,-0.529,-0.3771,-0.2127
EMP001,2026-03-15,0.0,0.0,4.73,2.73,1.47,0.0,9.63,-0.4761,-0.3426,-0.1806
EMP001,2026-03-16,0.0,0.0,4.17,2.23,1.27,0.0,9.38,-0.422,-0.2756,-0.1588
EMP001,2026-03-17,0.0,0.0,4.03,2.1,1.13,0.0,9.41,-0.4501,-0.2779,-0.1482
EMP001,2026-03-18,0.0,0.0,4.03,2.1,1.13,0.0,9.41,-0.5039,-0.3059,-0.1633
EMP001,2026-03-19,0.0,0.0,3.43,1.67,0.83,0.0,9.07,-0.4336,-0.2443,-0.1164
EMP001,2026-03-20,0.0,0.0,3.07,1.33,0.67,0.0,8.98,-0.4036,-0.1976,-0.093
EMP001,2026-03-21,0.0,0.0,2.67,1.03,0.57,0.0,8.84,-0.3617,-0.1533,-0.0812
EMP001,2026-03-22,0.0,0.0,2.27,0.7,0.43,0.0,8.68,-0.3146,-0.0981,-0.0612
EMP001,2026-03-23,0.0,0.0,2.27,0.7,0.43,0.0,8.68,-0.3448,-0.1075,-0.067
EMP001,2026-03-24,0.0,0.0,2.2,0.63,0.4,0.0,8.69,-0.3613,-0.103,-0.0659
EMP001,2026-03-25,0.0,0.0,2.2,0.63,0.4,0.0,8.69,-0.3907,-0.1115,-0.0712
EMP001,2026-03-26,0.0,0.0,1.93,0.43,0.23,0.0,8.63,-0.3648,-0.0785,-0.042
EMP001,2026-03-27,0.0,0.0,0.33,0.2,0.13,0.0,1.14,-0.0596,-0.036,-0.0245
EMP001,2026-03-28,0.0,0.0,0.27,0.17,0.1,0.0,1.09,-0.0503,-0.0318,-0.0194
EMP001,2026-03-29,0.0,0.0,0.07,0.03,0.0,0.0,0.25,-0.0125,-0.0065,0.0
EMP001,2026-03-30,0.0,0.0,0.03,0.0,0.0,0.0,0.18,-0.0065,0.0,0.0
EMP001,2026-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP002,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP002,2026-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP002,2026-01-03,17.5,17.5,17.5,8.5,6.5,17.5,17.5,0.0,0.0,0.0
EMP002,2026-01-04,15.67,15.67,15.67,8.0,5.67,14.52,14.52,6.0,3.5,2.0
EMP002,2026-01-05,11.75,11.75,11.75,6.0,4.25,14.29,14.29,-2.3,-1.0,-0.9
EMP002,2026-01-06,15.6,15.6,15.6,8.0,6.2,14.92,14.92,2.7,1.5,1.5
EMP002,2026-01-07,15.83,15.83,15.83,8.67,7.17,13.63,13.63,1.7429,1.4286,1.6857
EMP002,2026-01-08,16.14,16.14,16.14,9.71,8.0,12.64,12.64,1.3214,1.6786,1.6786
EMP002,2026-01-09,20.29,17.75,17.75,10.62,8.12,11.36,12.57,1.9524,1.7262,1.2024
EMP002,2026-01-10,17.14,17.22,17.22,10.67,7.67,9.79,11.94,1.05,1.2333,0.5667
EMP002,2026-01-11,16.57,16.3,16.3,10.3,7.3,10.18,11.66,0.2606,0.697,0.2121
EMP002,2026-01-12,16.57,14.82,14.82,9.36,6.64,10.18,12.07,-0.5455,0.0545,-0.1727
EMP002,2026-01-13,15.86,15.75,15.75,10.33,7.08,9.28,11.96,0.0105,0.4895,0.0734
EMP002,2026-01-14,18.0,17.0,17.0,10.46,7.69,10.89,12.28,0.544,0.4396,0.3187
EMP002,2026-01-15,18.0,17.07,17.07,10.79,8.07,10.89,11.83,0.4637,0.4813,0.4066
EMP002,2026-01-16,17.57,18.93,17.67,11.07,8.33,10.5,11.65,0.6,0.4964,0.4286
EMP002,2026-01-17,19.29,18.21,18.12,11.25,8.69,10.59,11.42,0.6559,0.4735,0.4779
EMP002,2026-01-18,19.71,18.14,17.71,10.94,8.35,10.18,11.2,0.4069,0.2917,0.2868
EMP002,2026-01-19,19.71,18.14,16.72,10.33,7.89,10.18,11.62,0.032,0.0537,0.0949
EMP002,2026-01-20,19.43,17.64,17.11,10.79,8.11,10.03,11.42,0.1421,0.1825,0.1456
EMP002,2026-01-21,18.14,18.07,17.4,10.9,8.25,8.84,11.21,0.206,0.188,0.1662
EMP002,2026-01-22,18.0,18.0,17.38,11.29,8.24,8.85,10.94,0.1727,0.2675,0.1403
EMP002,2026-01-23,17.71,17.64,17.68,11.27,8.27,8.61,10.78,0.2287,0.2292,0.131
EMP002,2026-01-24,18.57,18.93,18.26,11.43,8.39,9.54,10.88,0.3449,0.2411,0.1443
EMP002,2026-01-25,18.0,18.86,17.79,11.29,8.25,10.09,10.89,0.1909,0.1778,0.093
EMP002,2026-01-26,18.0,18.86,17.08,10.84,7.92,10.09,11.22,0.0046,0.0531,0.0062
EMP002,2026-01-27,14.57,17.0,16.42,10.42,7.62,11.45,11.49,-0.1419,-0.0455,-0.0622
EMP002,2026-01-28,15.14,16.64,16.81,10.7,7.93,11.95,11.45,-0.0427,0.0195,0.011
EMP002,2026-01-29,15.43,16.71,16.89,10.86,8.0,12.01,11.25,-0.0222,0.0493,0.0252
EMP002,2026-01-30,16.86,17.29,17.48,11.17,8.24,13.45,11.48,0.098,0.1074,0.0709
EMP002,2026-01-31,16.71,17.64,17.9,11.47,8.33,13.31,11.51,0.1693,0.1539,0.0819
EMP002,2026-02-01,17.29,17.64,18.27,11.7,8.53,12.96,11.11,0.0013,0.0461,0.0093
EMP002,2026-02-02,17.29,17.64,17.1,11.13,8.1,12.96,11.12,-0.0011,0.0071,-0.0149
EMP002,2026-02-03,22.86,18.71,18.0,11.77,8.53,12.71,11.75,0.105,0.0745,0.0142
EMP002,2026-02-04,22.14,18.64,18.73,12.27,9.07,12.6,11.28,0.0067,0.0142,0.0036
EMP002,2026-02-05,23.29,19.36,18.6,12.33,8.93,12.62,11.16,0.1446,0.077,0.0436
EMP002,2026-02-06,20.86,18.86,18.6,12.27,9.0,11.95,11.16,0.1232,0.0596,0.0974
EMP002,2026-02-07,19.29,18.0,18.63,12.1,8.83,11.35,11.16,0.1217,0.0772,0.1186
EMP002,2026-02-08,17.71,17.5,17.67,11.53,8.53,13.02,11.47,0.073,0.0329,0.0627
EMP002,2026-02-09,17.71,17.5,17.23,11.17,8.4,13.02,11.88,-0.0732,-0.0452,-0.0236
EMP002,2026-02-10,15.86,19.36,17.83,11.4,8.67,10.55,11.85,-0.0803,-0.0556,-0.0307
EMP002,2026-02-11,15.14,18.64,18.4,12.0,9.13,10.27,11.38,-0.2087,-0.0917,-0.0561
EMP002,2026-02-12,14.14,18.71,18.2,11.9,9.2,9.37,11.3,-0.1459,0.0091,-0.0049
EMP002,2026-02-13,13.86,17.36,17.63,12.07,9.07,9.31,11.01,-0.0714,0.0427,0.0467
EMP002,2026-02-14,15.14,17.21,17.97,12.0,8.9,10.48,11.17,-0.002,0.069,0.067
EMP002,2026-02-15,16.43,17.07,17.4,11.63,8.67,8.99,11.18,-0.0044,0.038,0.0632
EMP002,2026-02-16,16.43,17.07,16.57,11.17,8.2,8.99,11.51,-0.0643,-0.0207,0.044
EMP002,2026-02-17,15.86,15.86,16.93,11.27,8.4,8.48,11.5,-0.0676,-0.0703,0.0133
EMP002,2026-02-18,16.71,15.93,17.7,11.83,8.83,8.84,11.11,-0.1453,-0.111,-0.0149
EMP002,2026-02-19,17.0,15.57,17.63,11.6,8.7,8.98,11.07,-0.0741,-0.0605,0.0016
EMP002,2026-02-20,17.43,15.64,17.47,11.6,8.77,8.94,11.03,-0.0347,-0.0418,0.0452
EMP002,2026-02-21,13.43,14.29,16.9,10.97,8.5,9.56,11.47,-0.1506,-0.0656,-0.0167
EMP002,2026-02-22,13.14,14.79,16.33,10.67,8.27,9.72,11.52,-0.1655,-0.1232,-0.0552
EMP002,2026-02-23,13.14,14.79,15.3,10.17,7.9,9.72,11.55,-0.1697,-0.1622,-0.0897
EMP002,2026-02-24,13.57,14.71,15.9,10.43,8.23,10.15,11.57,-0.1644,-0.1395,-0.0638
EMP002,2026-02-25,12.57,14.64,16.43,10.83,8.8,9.5,11.19,-0.2734,-0.2013,-0.0641
EMP002,2026-02-26,11.86,14.43,17.0,11.43,9.3,8.94,10.76,-0.3831,-0.2298,-0.0848
EMP002,2026-02-27,13.29,15.36,17.03,11.27,9.3,10.47,10.8,-0.2432,-0.1744,0.0047
EMP002,2026-02-28,17.0,15.21,17.27,11.13,9.3,9.68,10.91,-0.1717,-0.1504,0.014
EMP002,2026-03-01,17.57,15.36,16.5,10.77,9.07,9.18,10.51,-0.0968,-0.103,0.0449
EMP002,2026-03-02,17.57,15.36,15.5,10.1,8.7,9.18,10.6,-0.1101,-0.1088,-0.0002
EMP002,2026-03-03,14.0,13.79,15.13,9.87,8.5,10.38,10.94,-0.2412,-0.1953,-0.075
EMP002,2026-03-04,16.14,14.36,16.17,10.37,8.93,11.99,10.92,-0.2432,-0.2303,-0.1046
EMP002,2026-03-05,16.43,14.14,15.5,9.87,8.87,12.03,10.09,-0.0674,-0.1184,-0.0098
EMP002,2026-03-06,16.57,14.93,15.73,9.9,8.67,12.18,10.31,0.0645,-0.0434,0.0467
EMP002,2026-03-07,16.0,16.5,15.57,9.87,8.63,11.81,10.17,0.1826,0.0583,0.0581
EMP002,2026-03-08,15.29,16.43,15.2,9.73,8.33,12.23,10.31,0.1308,0.0343,0.0716
EMP002,2026-03-09,15.29,16.43,14.57,9.37,8.07,12.23,10.64,0.059,-0.0198,0.0156
EMP002,2026-03-10,18.86,16.43,15.4,9.93,8.6,10.82,10.44,0.0258,-0.0352,0.0111
EMP002,2026-03-11,19.14,17.64,16.5,10.53,8.97,11.15,10.5,0.0331,-0.0516,-0.0327
EMP002,2026-03-12,18.57,17.5,16.13,10.6,8.97,11.25,10.35,0.089,0.0076,0.0078
EMP002,2026-03-13,18.14,17.36,16.43,10.47,8.93,10.89,10.5,0.1586,0.0805,0.0685
EMP002,2026-03-14,18.14,17.07,16.5,10.53,8.73,10.89,10.53,0.2191,0.194,0.0974
EMP002,2026-03-15,18.43,16.86,16.27,10.17,8.47,10.59,10.64,0.1539,0.2093,0.0761
EMP002,2026-03-16,18.43,16.86,15.33,9.73,8.2,10.59,10.79,0.1299,0.1633,0.0182
EMP002,2026-03-17,18.43,18.64,15.87,10.03,8.57,10.59,10.86,0.1486,0.1448,0.0465
EMP002,2026-03-18,17.0,18.07,16.63,10.4,8.93,9.1,10.52,0.0852,0.0819,0.0031
EMP002,2026-03-19,18.86,18.71,16.83,10.77,9.13,9.8,10.68,0.1956,0.1341,0.0427
EMP002,2026-03-20,15.29,16.71,16.1,10.23,8.7,11.03,10.98,0.1359,0.1141,0.0105
EMP002,2026-03-21,16.29,17.21,16.33,10.5,8.9,11.88,11.18,0.2598,0.1893,0.0398
EMP002,2026-03-22,16.43,17.43,16.03,10.2,8.63,11.78,11.25,0.224,0.1646,0.0429
EMP002,2026-03-23,16.43,17.43,16.03,10.2,8.63,11.78,11.25,0.01,0.0285,-0.0723
EMP002,2026-03-24,16.0,17.21,16.53,10.77,8.93,11.51,11.17,-0.0138,0.0287,-0.1028
EMP002,2026-03-25,18.0,17.5,17.77,11.37,9.47,13.59,11.32,0.0042,0.0011,-0.1188
EMP002,2026-03-26,20.57,19.71,18.47,11.6,9.87,16.6,12.34,0.2363,0.1081,0.0325
EMP002,2026-03-27,20.86,18.07,18.03,11.27,9.33,16.28,12.65,0.1195,0.0489,0.0245
EMP002,2026-03-28,23.43,19.86,19.03,11.57,9.67,18.62,13.67,0.2992,0.1969,0.1646
EMP002,2026-03-29,24.57,20.5,18.67,11.6,9.47,17.93,13.57,0.3479,0.2225,0.2105
EMP002,2026-03-30,24.57,20.5,17.8,11.23,9.13,17.93,13.9,0.2781,0.1435,0.1531
EMP002,2026-03-31,29.43,22.71,19.3,11.6,9.47,20.93,15.43,0.4776,0.1846,0.2024
EMP003,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP003,2026-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP003,2026-01-03,7.0,7.0,7.0,6.5,3.5,7.0,7.0,0.0,0.0,0.0
EMP003,2026-01-04,7.33,7.33,7.33,6.0,3.67,5.73,5.73,4.0,2.5,2.0
EMP003,2026-01-05,5.5,5.5,5.5,4.5,2.75,5.89,5.89,-0.6,-0.8,-0.3
EMP003,2026-01-06,8.8,8.8,8.8,6.4,3.6,8.45,8.45,3.0,1.5,0.7
EMP003,2026-01-07,10.33,10.33,10.33,7.67,4.67,8.44,8.44,3.0286,1.9429,1.3143
EMP003,2026-01-08,10.86,10.86,10.86,8.14,5.14,7.92,7.92,2.2857,1.5714,1.1786
EMP003,2026-01-09,12.71,11.12,11.12,8.38,5.62,6.56,7.44,1.7024,1.2024,1.1071
EMP003,2026-01-10,12.71,11.44,11.44,8.78,5.78,6.56,7.07,1.3833,1.0833,0.8667
EMP003,2026-01-11,12.57,11.0,11.0,8.3,5.4,6.67,6.84,0.7636,0.5273,0.4242
EMP003,2026-01-12,12.57,10.0,10.0,7.55,4.91,6.67,7.25,0.0727,0.0182,0.0727
EMP003,2026-01-13,11.57,10.42,10.42,7.58,5.25,5.63,7.08,0.2483,0.0315,0.2133
EMP003,2026-01-14,10.71,10.54,10.54,8.0,5.54,5.01,6.81,0.2473,0.2033,0.2912
EMP003,2026-01-15,11.43,11.14,11.14,7.93,5.64,5.73,6.92,0.4396,0.1341,0.2747
EMP003,2026-01-16,12.0,12.36,11.53,8.13,5.67,6.05,6.84,0.5036,0.1857,0.2321
EMP003,2026-01-17,11.86,12.29,11.62,8.25,5.75,6.01,6.63,0.4471,0.1941,0.2206
EMP003,2026-01-18,11.57,12.07,11.24,7.94,5.53,6.28,6.62,0.2426,0.0588,0.1103
EMP003,2026-01-19,11.57,12.07,10.61,7.5,5.22,6.28,6.93,0.0072,-0.0898,-0.0041
EMP003,2026-01-20,12.14,11.86,11.05,7.53,5.47,6.73,7.0,0.1386,-0.0684,0.0719
EMP003,2026-01-21,10.43,10.57,10.5,7.15,5.2,7.96,7.24,-0.0391,-0.1662,-0.0165
EMP003,2026-01-22,9.29,10.36,10.52,7.38,5.29,7.19,7.06,-0.0273,-0.0805,0.0091
EMP003,2026-01-23,8.43,10.21,10.55,7.45,5.36,6.54,6.9,-0.0181,-0.0508,0.0282
EMP003,2026-01-24,9.43,10.64,10.96,7.61,5.43,7.61,7.02,0.087,-0.0059,0.0425
EMP003,2026-01-25,9.57,10.57,10.75,7.46,5.29,7.54,6.94,0.027,-0.0413,0.003
EMP003,2026-01-26,9.57,10.57,10.32,7.16,5.08,7.54,7.12,-0.0754,-0.1054,-0.0462
EMP003,2026-01-27,6.86,9.5,9.92,6.88,4.88,7.06,7.26,-0.1552,-0.1549,-0.0844
EMP003,2026-01-28,7.0,8.71,9.59,6.63,4.7,6.93,7.32,-0.2094,-0.1929,-0.1142
EMP003,2026-01-29,7.86,8.57,9.86,6.68,4.96,7.7,7.32,-0.133,-0.1628,-0.0484
EMP003,2026-01-30,11.71,10.07,10.83,6.86,5.07,13.14,8.84,0.0744,-0.1099,-0.0227
EMP003,2026-01-31,13.57,11.5,11.57,7.07,5.33,14.97,9.56,0.2102,-0.0596,0.0307
EMP003,2026-02-01,13.57,11.57,11.77,7.2,5.47,14.97,9.37,0.0945,-0.1281,-0.0147
EMP003,2026-02-02,13.57,11.57,11.3,6.77,5.23,14.97,9.6,0.034,-0.1346,-0.0394
EMP003,2026-02-03,16.0,11.43,11.6,7.0,5.37,13.92,9.63,0.0481,-0.113,-0.03
EMP003,2026-02-04,19.29,13.14,12.4,7.4,5.9,12.65,9.63,0.0481,-0.129,0.0016
EMP003,2026-02-05,19.29,13.57,12.23,7.23,5.9,12.65,9.5,0.1439,-0.0732,0.0162
EMP003,2026-02-06,16.0,13.86,12.13,7.07,5.87,10.09,9.46,0.2016,-0.0151,0.0645
EMP003,2026-02-07,14.71,14.14,12.47,7.0,5.97,8.24,9.69,0.291,0.0245,0.1123
EMP003,2026-02-08,15.14,14.36,12.33,6.77,5.8,7.85,9.71,0.2723,0.0194,0.1206
EMP003,2026-02-09,15.14,14.36,11.87,6.37,5.57,7.85,9.95,0.2042,0.0118,0.0914
EMP003,2026-02-10,15.86,15.93,12.37,6.7,5.87,8.2,10.07,0.236,0.0447,0.1019
EMP003,2026-02-11,16.0,17.64,13.2,7.4,6.13,8.35,10.05,0.2323,0.0908,0.0752
EMP003,2026-02-12,16.43,17.86,13.37,7.6,6.1,8.47,10.12,0.2885,0.1375,0.107
EMP003,2026-02-13,16.43,16.21,13.47,7.73,6.2,8.47,10.12,0.2897,0.2354,0.1651
EMP003,2026-02-14,13.0,13.86,12.83,7.5,5.97,9.5,10.34,0.2409,0.1804,0.1306
EMP003,2026-02-15,12.43,13.79,12.43,7.27,5.87,9.84,10.41,0.2191,0.182,0.1117
EMP003,2026-02-16,12.43,13.79,12.0,6.93,5.63,9.84,10.64,0.1428,0.1539,0.0816
EMP003,2026-02-17,11.57,13.71,12.37,7.13,5.77,9.21,10.58,0.1204,0.1402,0.059
EMP003,2026-02-18,11.71,13.86,13.23,7.8,6.07,9.42,10.6,0.123,0.174,0.04
EMP003,2026-02-19,11.57,14.0,13.23,7.9,6.0,9.3,10.6,0.2,0.196,0.0796
EMP003,2026-02-20,12.29,14.36,13.9,8.37,6.27,9.72,10.37,0.1524,0.1809,0.0512
EMP003,2026-02-21,15.43,14.21,14.27,8.47,6.3,8.75,10.46,0.1846,0.2487,0.0674
EMP003,2026-02-22,16.0,14.21,14.2,8.33,6.2,8.16,10.49,0.1281,0.23,0.0574
EMP003,2026-02-23,16.0,14.21,13.53,7.97,5.97,8.16,10.73,0.0765,0.1947,0.0229
EMP003,2026-02-24,16.86,14.21,14.07,8.13,6.2,8.42,10.74,0.0792,0.174,0.0151
EMP003,2026-02-25,17.0,14.36,14.97,8.4,6.63,8.59,10.65,0.0656,0.117,0.0162
EMP003,2026-02-26,16.71,14.14,15.53,8.93,6.83,8.55,10.29,-0.0245,0.1081,-0.0336
EMP003,2026-02-27,18.14,15.21,16.5,9.37,7.23,9.73,10.24,-0.0314,0.0727,-0.0474
EMP003,2026-02-28,17.43,16.43,16.5,9.77,7.3,9.6,10.24,-0.0247,0.1319,0.0291
EMP003,2026-03-01,17.57,16.79,15.57,9.63,7.2,9.48,9.49,0.0816,0.1359,0.0191
EMP003,2026-03-02,17.57,16.79,14.47,9.2,6.77,9.48,9.31,0.1014,0.097,0.0127
EMP003,2026-03-03,14.43,15.64,14.27,9.07,6.63,11.02,9.55,-0.0503,0.0018,-0.0501
EMP003,2026-03-04,15.57,16.29,15.43,9.8,6.97,12.57,9.87,-0.0149,0.0227,-0.0741
EMP003,2026-03-05,17.0,16.86,15.77,9.7,7.0,13.2,10.09,0.0705,0.0327,-0.0538
EMP003,2026-03-06,15.57,16.86,15.63,9.77,6.7,12.22,10.0,0.1546,0.0763,0.0082
EMP003,2026-03-07,16.86,17.14,15.93,9.8,6.73,12.77,10.17,0.2309,0.0725,0.0187
EMP003,2026-03-08,16.71,17.14,15.73,9.7,6.53,12.85,10.25,0.1798,0.0425,0.0102
